User_Query,Expected_URL,Expected_Ans,Expected_Title
Where can I check my Personal Loan status?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"There are two methods for tracking the status of your Personal Loan

1. Via our Website -

Customer support > Under loans section, select Personal Loan > Popular tab > Loan Application Status > Personal Loan in the drop down and your mobile number.

2. Via Mobile Banking -

Log in to the app > Menu > Customer service > Loans > Track Loan Application > Enter your Loan Application Number & you will see the progress of your loan.",Where can I check my Personal Loan status?
What are the Fees and Charges levied on a Loan account?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,Click here to view the general fees & charges levied on a Personal Loan.,What are the Fees and Charges levied on a Loan account?
Can I cancel my application after my Personal Loan has been approved?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"Yes, after your Personal Loan has been approved, you can cancel it.

Click here to know about our cancellation policy.",Can I cancel my application after my Personal Loan has been approved?
What documents are required to apply for a loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"Enjoy our truly paperless and digital documentation process.

Click here to know more",What documents are required to apply for a loan?
How can I change my EMI schedule?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,"You may raise a request by clicking on Customer Support on IDFC FIRST Bank's website under the section ""Other Service Request"" to know more",How can I change my EMI schedule?
"How can I change my personal details (address, e-mail, mobile number) for my Loan account?",https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,,"How can I change my personal details (address, e-mail, mobile number) for my Loan account?"
How do I download my Loan account statement and Loan repayment schedule?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,,How do I download my Loan account statement and Loan repayment schedule?
Where can I get my No Due certificate from?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,,Where can I get my No Due certificate from?
How do I make overdue payments of my Personal Loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan#faqs,,How do I make overdue payments of my Personal Loan?
Is there a credit check done?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/small-loans#faqs,"Yes, every bank performs a credit check on the applicant applying for the loan. Banks expect applicants to have a good credit and repayment history.",Is there a credit check done?
How do I send my bank statement and other documents?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/small-loans#faqs,"If you are applying for a small online loan, the bank will ask you to upload the relevant documents on the website or app. If you choose to go to the bank physically and apply for the loan, you must carry physical copies of your bank statement and documents.",How do I send my bank statement and other documents?
How soon will the small loan get approved?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/small-loans#faqs,"If you are applying for a loan with IDFC FIRST Bank, you can get your loan approved within 48 hours.",How soon will the small loan get approved?
In which cities does IDFC FIRST Bank operate?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/small-loans#faqs,"IDFC FIRST Bank has branches in 580 cities of India, including Madhya Pradesh, Delhi, Mumbai, Hyderabad, Bengaluru, Pune, Chennai, Ahmedabad and Kolkata.",In which cities does IDFC FIRST Bank operate?
What are small personal loans for?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/small-loans#faqs,Any salaried worker or self-employed individual in India can apply for a small personal loan. The funds can address both personal and professional financial needs. Even business owners and entrepreneurs can get a small personal loan to cover their working capital needs.,What are small personal loans for?
How can I get an instant small loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/small-loans#faqs,"You can apply for a loan with IDFC FIRST Bank online. Here are the steps to apply for the loan:

Stage 1: Online application
Visit the IDFC FIRST Bank website or Loans app to apply for an instant personal loan. Fill out an application form with your correct details.

Stage 2: Approval
The bank will approve your loan request if you pass the eligibility check.

Stage 3: Upload documents
Complete the verification process by uploading the necessary documents.

Stage 4: Disbursal
Once your documents are approved, the loan amount will be transferred into your account.",How can I get an instant small loan?
What does a personal loan for travel mean?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/travel-loan#faqs,"A personal loan for travel is a loan amount disbursed by banks specifically for travel. Planning a holiday can be expensive. Therefore, banks help you fund your holidays with these travel loans. You can use the travel loan amount to finance any aspect of your holiday, from tickets to accommodation.",What does a personal loan for travel mean?
How does a personal loan for travel work?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/travel-loan#faqs,"A personal loan for travel works like any personal loan. The only difference is that a personal loan can be used for any purpose, whereas a personal loan for travel must be used only for a holiday. You need to show your bank your travel itinerary and bookings at the time of application.",How does a personal loan for travel work?
How is the personal loan for travel disbursed?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/travel-loan#faqs,"The disbursal process is simple with IDFC FIRST Bank. Once your documents get verified, the loan amount will be credited to the bank account you have with IDFC FIRST Bank.",How is the personal loan for travel disbursed?
Can I get a loan to travel abroad?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/travel-loan#faqs,,Can I get a loan to travel abroad?
How can I get a travel loan in India?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/travel-loan#faqs,"You can apply for a travel loan with IDFC FIRST Bank. Submit the documents asked for and fill in your details. Wait for your documents to be verified. If your application meets the eligibility criteria, you can expect to get the loan amount into your account within 24-48 hours.",How can I get a travel loan in India?
What is an emergency loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/emergency-loan#faqs,"An emergency loan is a loan that you can use to get out of a financial bind. It is an unsecured personal loan that does not need any form of security and can be utilised to cover a variety of personal emergencies. When unexpected financial costs arise, such as medical bills, tuition expenditures, or even wedding expenses, you can take out an emergency loan.",What is an emergency loan?
What are the eligibility criteria for an emergency loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/emergency-loan#faqs,"The eligibility criteria for an emergency loan with IDFC FIRST Bank is:

For salaried individuals:
• Minimum age: 23 years
• Maximum age: at the time of loan maturity - 60 years or retirement, whichever comes first.
For self-employed individuals:

• The business must have been in existence for a minimum period of 3 years.
• Minimum age: 25 years
• Maximum age: 65 years at the time of loan maturity.",What are the eligibility criteria for an emergency loan?
What are the uses of emergency loans?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/emergency-loan#faqs,"An emergency loan can be used if an unprecedented expenditure comes up. It can come in the form of a medical emergency, a wedding, and sudden home repairs. There is no restriction on how you use the loan amount.",What are the uses of emergency loans?
How much loan amount can I take for an emergency loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/emergency-loan#faqs,You can get an emergency loan of up to ₹40 lakhs with IDFC FIRST Bank. The amount sanctioned will be dependent on your credit score and if you fulfil all the eligibility criteria.,How much loan amount can I take for an emergency loan?
How do I get emergency money?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/emergency-loan#faqs,"You can avail of emergency loans to fund unplanned expenses. Download the IDFC FIRST Bank app and apply for a personal loan. Post verification, you should have the loan amount in your account within 24 hours.",How do I get emergency money?
What is a marriage loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/marriage-loan#faqs,A personal loan used to fund the expenditures of a wedding is called a marriage loan. The loan amount can be used to fund any aspect of the wedding.,What is a marriage loan?
How to apply for a marriage loan?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/marriage-loan#faqs,"Once you hit ‘Apply,’ for your wedding loan, you will need to upload a set of documents. After those documents are verified, the loan amount is disbursed in your bank account within hours.",How to apply for a marriage loan?
Which loan is best for marriage?,https://www.idfcfirstbank.com/personal-banking/loans/personal-loan/marriage-loan#faqs,A marriage loan is the best financial tool to fund a wedding.,Which loan is best for marriage?
