ID,User_Query,Expected_UrL,Expected_Ans,Expected_Title,,,,,,,
4,What are special offers by IDFC FIRST Bank on new car loans?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,"Rate of Interest - as low as 9.0% per annum

Tenure - up to 10 years

Loan Amount - From 1 Lakh up to 2 Cr

Foreclosure charges - NIL for floating rate of interest",What are special offers by IDFC FIRST Bank on new car loans?,,,,,,,
5,What is the maximum loan amount and tenure I can get on new car loan?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,The maximum loan amount you can avail is 2 Cr and maximum tenure can be up to 10 years basis your credit score and Bank's internal policies.,What is the maximum loan amount and tenure I can get on new car loan?,,,,,,,
6,How can I get my No-Objection Certificate (NOC) after loan repayment?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,"Once you have repaid your loan, we will dispatch the No-Objection Certificate (NOC) to your address. If for some reason you have not received your NOC. You can also visit any of our branches. Our representative will assist you in getting a physical copy of your NOC.",How can I get my No-Objection Certificate (NOC) after loan repayment?,,,,,,,
7,Is it possible to get life insurance along with my loan?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,"Yes, you can get life insurance at the time of taking your loan. IDFC FIRST Bank makes it simple to get insurance because you will be able to pay your premium amount along with the loan amount EMIs. This cuts down the need to pay a huge, one-time premium at the time of purchasing your vehicle. We also ensure that the insurance policies you get have the best possible terms and are made available to you at competitive prices.",Is it possible to get life insurance along with my loan?,,,,,,,
8,How can I get my Statement of Account?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,You can get your statement of account from IDFC FIRST Bank's Loan Statement Page or WhatsApp Banking.,How can I get my Statement of Account?,,,,,,,
9,What is the best way to apply for a new car loan?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,You can click here to apply online or apply through mobile app of IDFC FIRST Bank or give us a missed call at 8448986445.,What is the best way to apply for a new car loan?,,,,,,,
10,How does fixed or floating rates impact my EMI?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,"When you choose a floating rate of interest, your EMI may fluctuate during the tenure of your loan basis repo rate changes by RBI. However, in a fixed rate of interest, the EMI will remain the same throughout the tenure of your loan.",How does fixed or floating rates impact my EMI?,,,,,,,
11,Can I get 100% funding on a new car loan?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,"Yes, you can get 100% funding on ex-showroom price of the vehicle basis your credit score and Bank's internal assessment criteria.",Can I get 100% funding on a new car loan?,,,,,,,
12,Can I get a 10 years loan tenure in new car loans ?,https://www.idfcfirstbank.com/personal-banking/loans/car-loan#faqs,"Yes, you can get 10 years tenure on your new car loan basis your credit score and Bank's internal assessment criteria.",Can I get a 10 years loan tenure in new car loans ?,,,,,,,
13,What are the benefits of pre-owned car loan from IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/loans/pre-owned-car-loan#faqs,"With the first-in-industry instant approval process with waivers in verifications and valuation, IDFC FIRST Bank provides an opportunity to buy your dream car while managing your finances with a variety of offers.",What are the benefits of pre-owned car loan from IDFC FIRST Bank?,,,,,,,
14,Difference between repurchase and refinance ?,https://www.idfcfirstbank.com/personal-banking/loans/pre-owned-car-loan#faqs,"Repurchase - When the loan is availed for the purchase of a pre-owned, it is a repurchase loan.

Refinance - When the loan is availed on an existing car owned by the applicant to raise cash, it is a refinance loan.",Difference between repurchase and refinance ?,,,,,,,
15,How much time does it take to process a pre-owned car loan?,https://www.idfcfirstbank.com/personal-banking/loans/pre-owned-car-loan#faqs,It takes 1 day to sanction the loan and further 2 days to process the payment after all the relevant documents have been provided.,How much time does it take to process a pre-owned car loan?,,,,,,,
16,How much loan can I get on a pre-owned car?,https://www.idfcfirstbank.com/personal-banking/loans/pre-owned-car-loan#faqs,You can get loan up to 100% of the valuation of your desired pre-owned car basis your credit score and Bank's internal assessment criteria.,How much loan can I get on a pre-owned car?,,,,,,,
17,What are special offers by IDFC FIRST Bank pre-owned car loan?,https://www.idfcfirstbank.com/personal-banking/loans/pre-owned-car-loan#faqs,"Repurchase -

Rate of Interest - as low as 13.49% per annum

Tenure - up to 7 years

Loan Amount - From ₹1 Lakh up to ₹2 Cr

Funding - up to 100% of the valuation of the car

Refinance - 

Rate of Interest - as low as 14.49% per annum

Tenure - up to 5 years

Loan Amount - From ₹1 Lakh up to ₹50 lakhs

Funding - up to 200% of the valuation of the car",What are special offers by IDFC FIRST Bank pre-owned car loan?,,,,,,,
18,What is the maximum loan amount and tenure I can get for pre-owned car loan?,https://www.idfcfirstbank.com/personal-banking/loans/pre-owned-car-loan#faqs,The maximum amount you can avail is ₹2 Cr and maximum tenure can be up to 7 years basis your credit score and Bank's internal policies,What is the maximum loan amount and tenure I can get for pre-owned car loan?,,,,,,,
19,What is the best way to apply for a pre-owned car loan?,https://www.idfcfirstbank.com/personal-banking/loans/pre-owned-car-loan#faqs,You can click here to apply online or apply through mobile app of IDFC FIRST Bank or give us a missed call at 1800 10 888 and our representative will get in touch with you.,What is the best way to apply for a pre-owned car loan?,,,,,,,
20,Why apply for a Two Wheeler loan and how can I get one?,https://www.idfcfirstbank.com/personal-banking/loans/two-wheeler-loan#faqs,"A two wheeler loan helps you purchase a motorcycle or a scooter of your choice, and pay for it in equated monthly instalments (EMIs). Our loans are available for both salaried and self-employed individuals.

IDFC FIRST Bank provides a two wheeler loan on easy terms; all you have to do is - fill in the application form through our mobile app or website and, if eligible, you can get an approval instantly. Our Sales Officer at empaneled dealerships will get in touch with you shortly for further processing. Alternatively, you can also walk into any of our partner two-wheeler showrooms, where our representative will help you complete all required formalities, and inform you if you are eligible for a loan on the spot. Once your loan application is approved, you can ride out with a two-wheeler of your choice.",Why apply for a Two Wheeler loan and how can I get one?,,,,,,,
